"","DATE","SUB_ICB_CODE","SUB_ICB_ONS_CODE","ICB","LA_CODE","PATIENT_TYPE","DENTAL_TREATMENT_BAND","COT","UDA","GROUP","POP","COTPer1000","UDAPer1000"
"1885",2018-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","E10000031","Paying adult","Free - Arrest of Bleeding",3,3.6,"Adult",NA,NA,NA
"1886",2018-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","E10000031","Paying adult","Free - Bridge Repairs",10,12,"Adult",NA,NA,NA
"1887",2018-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","E10000031","Paying adult","Free - Denture Repair",253,253,"Adult",NA,NA,NA
"1888",2018-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","E10000031","Paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"1889",2018-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","E10000031","Paying adult","Free - Removal of sutures",10,10,"Adult",NA,NA,NA
"1890",2018-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","E10000031","Paying adult","Urgent/Occasional",2689,3226.8,"Adult",NA,NA,NA
"1891",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Band 1",11142,11142,"Child",NA,NA,NA
"1892",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Band 2",2773,8319,"Child",NA,NA,NA
"1893",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Band 3",68,816,"Child",NA,NA,NA
"1894",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Free - Arrest of Bleeding",0,0,"Child",NA,NA,NA
"1895",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Free - Bridge Repairs",0,0,"Child",NA,NA,NA
"1896",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Free - Denture Repair",0,0,"Child",NA,NA,NA
"1897",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Free - Prescription Issue",0,0,"Child",NA,NA,NA
"1898",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Free - Removal of sutures",0,0,"Child",NA,NA,NA
"1899",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Urgent/Occasional",503,603.6,"Child",NA,NA,NA
"1900",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Non-paying adult","Band 1",2809,2809,"Adult",NA,NA,NA
"1901",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Non-paying adult","Band 2",2210,6630,"Adult",NA,NA,NA
"1902",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Non-paying adult","Band 3",855,10260,"Adult",NA,NA,NA
"1903",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Non-paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"1904",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Non-paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"1905",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Non-paying adult","Free - Denture Repair",0,0,"Adult",NA,NA,NA
"1906",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Non-paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"1907",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Non-paying adult","Free - Removal of sutures",0,0,"Adult",NA,NA,NA
"1908",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Non-paying adult","Urgent/Occasional",997,1196.4,"Adult",NA,NA,NA
"1909",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Paying adult","Band 1",18247,18247,"Adult",NA,NA,NA
"1910",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Paying adult","Band 2",7829,23487,"Adult",NA,NA,NA
"1911",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Paying adult","Band 3",1574,18888,"Adult",NA,NA,NA
"1912",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"1913",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Paying adult","Free - Bridge Repairs",5,6,"Adult",NA,NA,NA
"1914",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Paying adult","Free - Denture Repair",173,173,"Adult",NA,NA,NA
"1915",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"1916",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Paying adult","Free - Removal of sutures",7,7,"Adult",NA,NA,NA
"1917",2018-09-30,"05T","E38000166","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Paying adult","Urgent/Occasional",2794,3352.8,"Adult",NA,NA,NA
"1918",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Band 1",5888,5888,"Child",NA,NA,NA
"1919",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Band 2",1913,5739,"Child",NA,NA,NA
"1920",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Band 3",37,444,"Child",NA,NA,NA
"1921",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Free - Arrest of Bleeding",0,0,"Child",NA,NA,NA
"1922",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Free - Bridge Repairs",0,0,"Child",NA,NA,NA
"1923",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Free - Denture Repair",0,0,"Child",NA,NA,NA
"1924",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Free - Prescription Issue",0,0,"Child",NA,NA,NA
"1925",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Free - Removal of sutures",0,0,"Child",NA,NA,NA
"1926",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Child","Urgent/Occasional",348,417.6,"Child",NA,NA,NA
"1927",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Non-paying adult","Band 1",1518,1518,"Adult",NA,NA,NA
"1928",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Non-paying adult","Band 2",1200,3600,"Adult",NA,NA,NA
"1929",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Non-paying adult","Band 3",406,4872,"Adult",NA,NA,NA
"1930",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Non-paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"1931",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Non-paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"1932",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Non-paying adult","Free - Denture Repair",0,0,"Adult",NA,NA,NA
"1933",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Non-paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"1934",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Non-paying adult","Free - Removal of sutures",0,0,"Adult",NA,NA,NA
"1935",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Non-paying adult","Urgent/Occasional",590,708,"Adult",NA,NA,NA
"1936",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Paying adult","Band 1",9914,9914,"Adult",NA,NA,NA
"1937",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Paying adult","Band 2",4265,12795,"Adult",NA,NA,NA
"1938",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Paying adult","Band 3",551,6612,"Adult",NA,NA,NA
"1939",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"1940",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"1941",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Paying adult","Free - Denture Repair",90,90,"Adult",NA,NA,NA
"1942",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"1943",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Paying adult","Free - Removal of sutures",4,4,"Adult",NA,NA,NA
"1944",2018-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","E10000028","Paying adult","Urgent/Occasional",1631,1957.2,"Adult",NA,NA,NA
"1945",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Child","Band 1",9787,9787,"Child",NA,NA,NA
"1946",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Child","Band 2",4046,12138,"Child",NA,NA,NA
"1947",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Child","Band 3",75,900,"Child",NA,NA,NA
"1948",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Child","Free - Arrest of Bleeding",0,0,"Child",NA,NA,NA
"1949",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Child","Free - Bridge Repairs",1,1.2,"Child",NA,NA,NA
"1950",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Child","Free - Denture Repair",1,1,"Child",NA,NA,NA
"1951",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Child","Free - Prescription Issue",0,0,"Child",NA,NA,NA
"1952",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Child","Free - Removal of sutures",2,2,"Child",NA,NA,NA
"1953",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Child","Urgent/Occasional",530,636,"Child",NA,NA,NA
"1954",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Non-paying adult","Band 1",3804,3804,"Adult",NA,NA,NA
"1955",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Non-paying adult","Band 2",3073,9219,"Adult",NA,NA,NA
"1956",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Non-paying adult","Band 3",1180,14160,"Adult",NA,NA,NA
"1957",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Non-paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"1958",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Non-paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"1959",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Non-paying adult","Free - Denture Repair",0,0,"Adult",NA,NA,NA
"1960",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Non-paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"1961",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Non-paying adult","Free - Removal of sutures",0,0,"Adult",NA,NA,NA
"1962",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Non-paying adult","Urgent/Occasional",1302,1562.4,"Adult",NA,NA,NA
"1963",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Paying adult","Band 1",16120,16120,"Adult",NA,NA,NA
"1964",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Paying adult","Band 2",6812,20436,"Adult",NA,NA,NA
"1965",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Paying adult","Band 3",957,11484,"Adult",NA,NA,NA
"1966",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Paying adult","Free - Arrest of Bleeding",1,1.2,"Adult",NA,NA,NA
"1967",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Paying adult","Free - Bridge Repairs",2,2.4,"Adult",NA,NA,NA
"1968",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Paying adult","Free - Denture Repair",123,123,"Adult",NA,NA,NA
"1969",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"1970",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Paying adult","Free - Removal of sutures",3,3,"Adult",NA,NA,NA
"1971",2018-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","E06000021","Paying adult","Urgent/Occasional",2235,2682,"Adult",NA,NA,NA
"1972",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Band 1",9085,9085,"Child",NA,NA,NA
"1973",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Band 2",2535,7605,"Child",NA,NA,NA
"1974",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Band 3",62,744,"Child",NA,NA,NA
"1975",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Free - Arrest of Bleeding",0,0,"Child",NA,NA,NA
"1976",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Free - Bridge Repairs",0,0,"Child",NA,NA,NA
"1977",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Free - Denture Repair",1,1,"Child",NA,NA,NA
"1978",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Free - Prescription Issue",0,0,"Child",NA,NA,NA
"1979",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Free - Removal of sutures",0,0,"Child",NA,NA,NA
"1980",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Child","Urgent/Occasional",488,585.6,"Child",NA,NA,NA
"1981",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Band 1",2615,2615,"Adult",NA,NA,NA
"1982",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Band 2",2292,6876,"Adult",NA,NA,NA
"1983",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Band 3",815,9780,"Adult",NA,NA,NA
"1984",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"1985",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"1986",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Free - Denture Repair",0,0,"Adult",NA,NA,NA
"1987",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"1988",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Free - Removal of sutures",0,0,"Adult",NA,NA,NA
"1989",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Non-paying adult","Urgent/Occasional",909,1090.8,"Adult",NA,NA,NA
"1990",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Band 1",12949,12949,"Adult",NA,NA,NA
"1991",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Band 2",5179,15537,"Adult",NA,NA,NA
"1992",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Band 3",753,9036,"Adult",NA,NA,NA
"1993",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"1994",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"1995",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Free - Denture Repair",152,152,"Adult",NA,NA,NA
"1996",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"1997",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Free - Removal of sutures",5,5,"Adult",NA,NA,NA
"1998",2018-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","E06000020","Paying adult","Urgent/Occasional",1865,2238,"Adult",NA,NA,NA
"1999",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Child","Band 1",10170,10170,"Child",NA,NA,NA
"2000",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Child","Band 2",3046,9138,"Child",NA,NA,NA
"2001",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Child","Band 3",95,1140,"Child",NA,NA,NA
"2002",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Child","Free - Arrest of Bleeding",0,0,"Child",NA,NA,NA
"2003",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Child","Free - Bridge Repairs",0,0,"Child",NA,NA,NA
"2004",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Child","Free - Denture Repair",0,0,"Child",NA,NA,NA
"2005",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Child","Free - Prescription Issue",0,0,"Child",NA,NA,NA
"2006",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Child","Free - Removal of sutures",0,0,"Child",NA,NA,NA
"2007",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Child","Urgent/Occasional",473,567.6,"Child",NA,NA,NA
"2008",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Non-paying adult","Band 1",3651,3651,"Adult",NA,NA,NA
"2009",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Non-paying adult","Band 2",3573,10719,"Adult",NA,NA,NA
"2010",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Non-paying adult","Band 3",1526,18312,"Adult",NA,NA,NA
"2011",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Non-paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"2012",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Non-paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"2013",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Non-paying adult","Free - Denture Repair",0,0,"Adult",NA,NA,NA
"2014",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Non-paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"2015",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Non-paying adult","Free - Removal of sutures",0,0,"Adult",NA,NA,NA
"2016",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Non-paying adult","Urgent/Occasional",1340,1608,"Adult",NA,NA,NA
"2017",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Paying adult","Band 1",10689,10689,"Adult",NA,NA,NA
"2018",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Paying adult","Band 2",5292,15876,"Adult",NA,NA,NA
"2019",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Paying adult","Band 3",924,11088,"Adult",NA,NA,NA
"2020",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"2021",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Paying adult","Free - Bridge Repairs",1,1.2,"Adult",NA,NA,NA
"2022",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Paying adult","Free - Denture Repair",145,145,"Adult",NA,NA,NA
"2023",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"2024",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Paying adult","Free - Removal of sutures",1,1,"Adult",NA,NA,NA
"2025",2018-09-30,"05Y","E38000191","BLACK COUNTRY","E08000030","Paying adult","Urgent/Occasional",1481,1777.2,"Adult",NA,NA,NA
"2026",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Child","Band 1",9615,9615,"Child",NA,NA,NA
"2027",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Child","Band 2",3446,10338,"Child",NA,NA,NA
"2028",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Child","Band 3",100,1200,"Child",NA,NA,NA
"2029",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Child","Free - Arrest of Bleeding",0,0,"Child",NA,NA,NA
"2030",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Child","Free - Bridge Repairs",1,1.2,"Child",NA,NA,NA
"2031",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Child","Free - Denture Repair",0,0,"Child",NA,NA,NA
"2032",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Child","Free - Prescription Issue",0,0,"Child",NA,NA,NA
"2033",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Child","Free - Removal of sutures",0,0,"Child",NA,NA,NA
"2034",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Child","Urgent/Occasional",500,600,"Child",NA,NA,NA
"2035",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Non-paying adult","Band 1",3818,3818,"Adult",NA,NA,NA
"2036",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Non-paying adult","Band 2",3848,11544,"Adult",NA,NA,NA
"2037",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Non-paying adult","Band 3",1667,20004,"Adult",NA,NA,NA
"2038",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Non-paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"2039",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Non-paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"2040",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Non-paying adult","Free - Denture Repair",0,0,"Adult",NA,NA,NA
"2041",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Non-paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"2042",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Non-paying adult","Free - Removal of sutures",0,0,"Adult",NA,NA,NA
"2043",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Non-paying adult","Urgent/Occasional",1396,1675.2,"Adult",NA,NA,NA
"2044",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Paying adult","Band 1",12408,12408,"Adult",NA,NA,NA
"2045",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Paying adult","Band 2",5675,17025,"Adult",NA,NA,NA
"2046",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Paying adult","Band 3",899,10788,"Adult",NA,NA,NA
"2047",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Paying adult","Free - Arrest of Bleeding",0,0,"Adult",NA,NA,NA
"2048",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Paying adult","Free - Bridge Repairs",0,0,"Adult",NA,NA,NA
"2049",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Paying adult","Free - Denture Repair",211,211,"Adult",NA,NA,NA
"2050",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Paying adult","Free - Prescription Issue",0,0,"Adult",NA,NA,NA
"2051",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Paying adult","Free - Removal of sutures",2,2,"Adult",NA,NA,NA
"2052",2018-09-30,"06A","E38000210","BLACK COUNTRY","E08000031","Paying adult","Urgent/Occasional",1688,2025.6,"Adult",NA,NA,NA
"2053",2018-09-30,"06D","E38000211","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Band 1",4134,4134,"Child",NA,NA,NA
"2054",2018-09-30,"06D","E38000211","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Band 2",796,2388,"Child",NA,NA,NA
"2055",2018-09-30,"06D","E38000211","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Band 3",16,192,"Child",NA,NA,NA
"2056",2018-09-30,"06D","E38000211","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Free - Arrest of Bleeding",0,0,"Child",NA,NA,NA
"2057",2018-09-30,"06D","E38000211","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Free - Bridge Repairs",0,0,"Child",NA,NA,NA
"2058",2018-09-30,"06D","E38000211","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Free - Denture Repair",0,0,"Child",NA,NA,NA
"2059",2018-09-30,"06D","E38000211","HEREFORDSHIRE AND WORCESTERSHIRE","E10000034","Child","Free - Prescription Issue",0,0,"Child",NA,NA,NA
