"","Year","Geography","Parent_Code_1","Sub_ICB_Code","Group","Contract_Type","Age_Group","Gender","Dentist_Type","Dentist_Count","Financial_yr","Region","ICB"
"5199","2017-18","2.NHS England Region","Y63",NA,"Workforce","Mixed","35-44","F",NA,30,"2018",NA,NA
"5200","2017-18","2.NHS England Region","Y63",NA,"Workforce","Mixed","35-44","M",NA,32,"2018",NA,NA
"5201","2017-18","2.NHS England Region","Y63",NA,"Workforce","Mixed","45-54","F",NA,16,"2018",NA,NA
"5202","2017-18","2.NHS England Region","Y63",NA,"Workforce","Mixed","45-54","M",NA,17,"2018",NA,NA
"5203","2017-18","2.NHS England Region","Y63",NA,"Workforce","Mixed","55+","F",NA,4,"2018",NA,NA
"5204","2017-18","2.NHS England Region","Y63",NA,"Workforce","Mixed","55+","M",NA,12,"2018",NA,NA
"5205","2017-18","2.NHS England Region","Y63",NA,"Workforce","Mixed","Under 35","F",NA,48,"2018",NA,NA
"5206","2017-18","2.NHS England Region","Y63",NA,"Workforce","Mixed","Under 35","M",NA,33,"2018",NA,NA
"5207","2017-18","2.NHS England Region","Y63",NA,"Workforce","PDS","35-44","F",NA,39,"2018",NA,NA
"5208","2017-18","2.NHS England Region","Y63",NA,"Workforce","PDS","35-44","M",NA,34,"2018",NA,NA
"5209","2017-18","2.NHS England Region","Y63",NA,"Workforce","PDS","45-54","F",NA,32,"2018",NA,NA
"5210","2017-18","2.NHS England Region","Y63",NA,"Workforce","PDS","45-54","M",NA,39,"2018",NA,NA
"5211","2017-18","2.NHS England Region","Y63",NA,"Workforce","PDS","55+","F",NA,13,"2018",NA,NA
"5212","2017-18","2.NHS England Region","Y63",NA,"Workforce","PDS","55+","M",NA,32,"2018",NA,NA
"5213","2017-18","2.NHS England Region","Y63",NA,"Workforce","PDS","Under 35","F",NA,36,"2018",NA,NA
"5214","2017-18","2.NHS England Region","Y63",NA,"Workforce","PDS","Under 35","M",NA,22,"2018",NA,NA
"5215","2017-18","2.NHS England Region","Y63",NA,"Workforce","TDS","35-44","F",NA,36,"2018",NA,NA
"5216","2017-18","2.NHS England Region","Y63",NA,"Workforce","TDS","35-44","M",NA,9,"2018",NA,NA
"5217","2017-18","2.NHS England Region","Y63",NA,"Workforce","TDS","45-54","F",NA,33,"2018",NA,NA
"5218","2017-18","2.NHS England Region","Y63",NA,"Workforce","TDS","45-54","M",NA,12,"2018",NA,NA
"5219","2017-18","2.NHS England Region","Y63",NA,"Workforce","TDS","55+","F",NA,16,"2018",NA,NA
"5220","2017-18","2.NHS England Region","Y63",NA,"Workforce","TDS","55+","M",NA,14,"2018",NA,NA
"5221","2017-18","2.NHS England Region","Y63",NA,"Workforce","TDS","Under 35","F",NA,39,"2018",NA,NA
"5222","2017-18","2.NHS England Region","Y63",NA,"Workforce","TDS","Under 35","M",NA,17,"2018",NA,NA
"5223","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","GDS","35-44","F",NA,122,"2018",NA,NA
"5224","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","GDS","35-44","M",NA,97,"2018",NA,NA
"5225","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","GDS","45-54","F",NA,63,"2018",NA,NA
"5226","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","GDS","45-54","M",NA,73,"2018",NA,NA
"5227","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","GDS","55+","F",NA,23,"2018",NA,NA
"5228","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","GDS","55+","M",NA,66,"2018",NA,NA
"5229","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","GDS","Under 35","F",NA,208,"2018",NA,NA
"5230","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","GDS","Under 35","M",NA,125,"2018",NA,NA
"5231","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","Mixed","35-44","F",NA,2,"2018",NA,NA
"5232","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","Mixed","35-44","M",NA,6,"2018",NA,NA
"5233","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","Mixed","45-54","F",NA,2,"2018",NA,NA
"5234","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","Mixed","55+","M",NA,3,"2018",NA,NA
"5235","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","Mixed","Under 35","F",NA,4,"2018",NA,NA
"5236","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","PDS","35-44","F",NA,8,"2018",NA,NA
"5237","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","PDS","35-44","M",NA,4,"2018",NA,NA
"5238","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","PDS","45-54","F",NA,11,"2018",NA,NA
"5239","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","PDS","45-54","M",NA,6,"2018",NA,NA
"5240","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","PDS","55+","F",NA,2,"2018",NA,NA
"5241","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","PDS","55+","M",NA,5,"2018",NA,NA
"5242","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","PDS","Under 35","F",NA,6,"2018",NA,NA
"5243","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","PDS","Under 35","M",NA,5,"2018",NA,NA
"5244","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","TDS","35-44","F",NA,8,"2018",NA,NA
"5245","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","TDS","45-54","F",NA,5,"2018",NA,NA
"5246","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","TDS","45-54","M",NA,2,"2018",NA,NA
"5247","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","TDS","55+","F",NA,5,"2018",NA,NA
"5248","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","TDS","55+","M",NA,1,"2018",NA,NA
"5249","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","TDS","Under 35","F",NA,8,"2018",NA,NA
"5250","2017-18","3. SUB Integrated Care Boards","Y56","36L","Workforce","TDS","Under 35","M",NA,3,"2018",NA,NA
"5251","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","GDS","35-44","F",NA,136,"2018",NA,NA
"5252","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","GDS","35-44","M",NA,112,"2018",NA,NA
"5253","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","GDS","45-54","F",NA,70,"2018",NA,NA
"5254","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","GDS","45-54","M",NA,66,"2018",NA,NA
"5255","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","GDS","55+","F",NA,24,"2018",NA,NA
"5256","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","GDS","55+","M",NA,68,"2018",NA,NA
"5257","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","GDS","Under 35","F",NA,254,"2018",NA,NA
"5258","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","GDS","Under 35","M",NA,169,"2018",NA,NA
"5259","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","Mixed","35-44","F",NA,3,"2018",NA,NA
"5260","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","Mixed","35-44","M",NA,7,"2018",NA,NA
"5261","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","Mixed","45-54","F",NA,5,"2018",NA,NA
"5262","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","Mixed","45-54","M",NA,6,"2018",NA,NA
"5263","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","Mixed","55+","M",NA,5,"2018",NA,NA
"5264","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","Mixed","Under 35","F",NA,3,"2018",NA,NA
"5265","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","Mixed","Under 35","M",NA,4,"2018",NA,NA
"5266","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","PDS","35-44","F",NA,6,"2018",NA,NA
"5267","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","PDS","35-44","M",NA,7,"2018",NA,NA
"5268","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","PDS","45-54","F",NA,7,"2018",NA,NA
"5269","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","PDS","45-54","M",NA,11,"2018",NA,NA
"5270","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","PDS","55+","F",NA,2,"2018",NA,NA
"5271","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","PDS","55+","M",NA,9,"2018",NA,NA
"5272","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","PDS","Under 35","F",NA,9,"2018",NA,NA
"5273","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","PDS","Under 35","M",NA,12,"2018",NA,NA
"5274","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","TDS","35-44","F",NA,9,"2018",NA,NA
"5275","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","TDS","35-44","M",NA,2,"2018",NA,NA
"5276","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","TDS","45-54","F",NA,4,"2018",NA,NA
"5277","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","TDS","45-54","M",NA,4,"2018",NA,NA
"5278","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","TDS","55+","F",NA,5,"2018",NA,NA
"5279","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","TDS","55+","M",NA,5,"2018",NA,NA
"5280","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","TDS","Under 35","F",NA,9,"2018",NA,NA
"5281","2017-18","3. SUB Integrated Care Boards","Y56","72Q","Workforce","TDS","Under 35","M",NA,4,"2018",NA,NA
"5282","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","GDS","35-44","F",NA,119,"2018",NA,NA
"5283","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","GDS","35-44","M",NA,100,"2018",NA,NA
"5284","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","GDS","45-54","F",NA,50,"2018",NA,NA
"5285","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","GDS","45-54","M",NA,68,"2018",NA,NA
"5286","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","GDS","55+","F",NA,16,"2018",NA,NA
"5287","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","GDS","55+","M",NA,89,"2018",NA,NA
"5288","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","GDS","Under 35","F",NA,221,"2018",NA,NA
"5289","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","GDS","Under 35","M",NA,143,"2018",NA,NA
"5290","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","Mixed","45-54","M",NA,1,"2018",NA,NA
"5291","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","Mixed","Under 35","F",NA,2,"2018",NA,NA
"5292","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","Mixed","Under 35","M",NA,2,"2018",NA,NA
"5293","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","PDS","35-44","F",NA,8,"2018",NA,NA
"5294","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","PDS","35-44","M",NA,11,"2018",NA,NA
"5295","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","PDS","45-54","F",NA,8,"2018",NA,NA
"5296","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","PDS","45-54","M",NA,7,"2018",NA,NA
"5297","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","PDS","55+","F",NA,6,"2018",NA,NA
"5298","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","PDS","55+","M",NA,7,"2018",NA,NA
"5299","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","PDS","Under 35","F",NA,14,"2018",NA,NA
"5300","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","PDS","Under 35","M",NA,10,"2018",NA,NA
"5301","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","TDS","35-44","F",NA,11,"2018",NA,NA
"5302","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","TDS","35-44","M",NA,1,"2018",NA,NA
"5303","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","TDS","45-54","F",NA,8,"2018",NA,NA
"5304","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","TDS","45-54","M",NA,2,"2018",NA,NA
"5305","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","TDS","55+","F",NA,2,"2018",NA,NA
"5306","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","TDS","55+","M",NA,1,"2018",NA,NA
"5307","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","TDS","Under 35","F",NA,7,"2018",NA,NA
"5308","2017-18","3. SUB Integrated Care Boards","Y56","93C","Workforce","TDS","Under 35","M",NA,1,"2018",NA,NA
"5309","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","GDS","35-44","F",NA,110,"2018",NA,NA
"5310","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","GDS","35-44","M",NA,76,"2018",NA,NA
"5311","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","GDS","45-54","F",NA,56,"2018",NA,NA
"5312","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","GDS","45-54","M",NA,86,"2018",NA,NA
"5313","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","GDS","55+","F",NA,12,"2018",NA,NA
"5314","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","GDS","55+","M",NA,66,"2018",NA,NA
"5315","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","GDS","Under 35","F",NA,239,"2018",NA,NA
"5316","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","GDS","Under 35","M",NA,150,"2018",NA,NA
"5317","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","Mixed","35-44","F",NA,1,"2018",NA,NA
"5318","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","Mixed","35-44","M",NA,1,"2018",NA,NA
"5319","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","Mixed","45-54","F",NA,2,"2018",NA,NA
"5320","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","Mixed","45-54","M",NA,2,"2018",NA,NA
"5321","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","Mixed","55+","F",NA,2,"2018",NA,NA
"5322","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","Mixed","55+","M",NA,1,"2018",NA,NA
"5323","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","Mixed","Under 35","F",NA,4,"2018",NA,NA
"5324","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","Mixed","Under 35","M",NA,4,"2018",NA,NA
"5325","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","PDS","35-44","F",NA,7,"2018",NA,NA
"5326","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","PDS","35-44","M",NA,8,"2018",NA,NA
"5327","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","PDS","45-54","F",NA,7,"2018",NA,NA
"5328","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","PDS","45-54","M",NA,4,"2018",NA,NA
"5329","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","PDS","55+","F",NA,3,"2018",NA,NA
"5330","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","PDS","55+","M",NA,3,"2018",NA,NA
"5331","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","PDS","Under 35","F",NA,16,"2018",NA,NA
"5332","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","PDS","Under 35","M",NA,12,"2018",NA,NA
"5333","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","TDS","35-44","F",NA,10,"2018",NA,NA
"5334","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","TDS","35-44","M",NA,3,"2018",NA,NA
"5335","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","TDS","45-54","F",NA,5,"2018",NA,NA
"5336","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","TDS","45-54","M",NA,1,"2018",NA,NA
"5337","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","TDS","55+","F",NA,3,"2018",NA,NA
"5338","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","TDS","Under 35","F",NA,10,"2018",NA,NA
"5339","2017-18","3. SUB Integrated Care Boards","Y56","A3A8R","Workforce","TDS","Under 35","M",NA,2,"2018",NA,NA
"5340","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","GDS","35-44","F",NA,216,"2018",NA,NA
"5341","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","GDS","35-44","M",NA,120,"2018",NA,NA
"5342","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","GDS","45-54","F",NA,92,"2018",NA,NA
"5343","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","GDS","45-54","M",NA,105,"2018",NA,NA
"5344","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","GDS","55+","F",NA,24,"2018",NA,NA
"5345","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","GDS","55+","M",NA,107,"2018",NA,NA
"5346","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","GDS","Under 35","F",NA,312,"2018",NA,NA
"5347","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","GDS","Under 35","M",NA,188,"2018",NA,NA
"5348","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","Mixed","35-44","F",NA,9,"2018",NA,NA
"5349","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","Mixed","35-44","M",NA,9,"2018",NA,NA
"5350","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","Mixed","45-54","F",NA,4,"2018",NA,NA
"5351","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","Mixed","45-54","M",NA,6,"2018",NA,NA
"5352","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","Mixed","55+","F",NA,2,"2018",NA,NA
"5353","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","Mixed","55+","M",NA,12,"2018",NA,NA
"5354","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","Mixed","Under 35","F",NA,16,"2018",NA,NA
"5355","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","Mixed","Under 35","M",NA,12,"2018",NA,NA
"5356","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","PDS","35-44","F",NA,7,"2018",NA,NA
"5357","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","PDS","35-44","M",NA,12,"2018",NA,NA
"5358","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","PDS","45-54","F",NA,6,"2018",NA,NA
"5359","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","PDS","45-54","M",NA,8,"2018",NA,NA
"5360","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","PDS","55+","F",NA,1,"2018",NA,NA
"5361","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","PDS","55+","M",NA,5,"2018",NA,NA
"5362","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","PDS","Under 35","F",NA,12,"2018",NA,NA
"5363","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","PDS","Under 35","M",NA,6,"2018",NA,NA
"5364","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","TDS","35-44","F",NA,11,"2018",NA,NA
"5365","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","TDS","35-44","M",NA,7,"2018",NA,NA
"5366","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","TDS","45-54","F",NA,7,"2018",NA,NA
"5367","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","TDS","45-54","M",NA,5,"2018",NA,NA
"5368","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","TDS","55+","F",NA,8,"2018",NA,NA
"5369","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","TDS","55+","M",NA,2,"2018",NA,NA
"5370","2017-18","3. SUB Integrated Care Boards","Y56","W2U3Z","Workforce","TDS","Under 35","F",NA,5,"2018",NA,NA
"5371","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","GDS","35-44","F",NA,51,"2018",NA,NA
"5372","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","GDS","35-44","M",NA,57,"2018",NA,NA
"5373","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","GDS","45-54","F",NA,34,"2018",NA,NA
"5374","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","GDS","45-54","M",NA,45,"2018",NA,NA
"5375","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","GDS","55+","F",NA,4,"2018",NA,NA
"5376","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","GDS","55+","M",NA,50,"2018",NA,NA
"5377","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","GDS","Under 35","F",NA,40,"2018",NA,NA
"5378","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","GDS","Under 35","M",NA,35,"2018",NA,NA
"5379","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","Mixed","35-44","F",NA,6,"2018",NA,NA
"5380","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","Mixed","35-44","M",NA,11,"2018",NA,NA
"5381","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","Mixed","45-54","F",NA,8,"2018",NA,NA
"5382","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","Mixed","45-54","M",NA,4,"2018",NA,NA
"5383","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","Mixed","55+","F",NA,1,"2018",NA,NA
"5384","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","Mixed","55+","M",NA,2,"2018",NA,NA
"5385","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","Mixed","Under 35","F",NA,4,"2018",NA,NA
"5386","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","PDS","35-44","F",NA,5,"2018",NA,NA
"5387","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","PDS","35-44","M",NA,4,"2018",NA,NA
"5388","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","PDS","45-54","F",NA,6,"2018",NA,NA
"5389","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","PDS","45-54","M",NA,5,"2018",NA,NA
"5390","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","PDS","55+","F",NA,6,"2018",NA,NA
"5391","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","PDS","55+","M",NA,3,"2018",NA,NA
"5392","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","PDS","Under 35","F",NA,6,"2018",NA,NA
"5393","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","PDS","Under 35","M",NA,7,"2018",NA,NA
"5394","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","TDS","35-44","M",NA,2,"2018",NA,NA
"5395","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","TDS","45-54","F",NA,1,"2018",NA,NA
"5396","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","TDS","45-54","M",NA,1,"2018",NA,NA
"5397","2017-18","3. SUB Integrated Care Boards","Y58","11J","Workforce","TDS","55+","M",NA,1,"2018",NA,NA
"5398","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","GDS","35-44","F",NA,35,"2018",NA,NA
"5399","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","GDS","35-44","M",NA,24,"2018",NA,NA
"5400","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","GDS","45-54","F",NA,22,"2018",NA,NA
"5401","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","GDS","45-54","M",NA,38,"2018",NA,NA
"5402","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","GDS","55+","F",NA,10,"2018",NA,NA
"5403","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","GDS","55+","M",NA,21,"2018",NA,NA
"5404","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","GDS","Under 35","F",NA,42,"2018",NA,NA
"5405","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","GDS","Under 35","M",NA,37,"2018",NA,NA
"5406","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","Mixed","35-44","F",NA,2,"2018",NA,NA
"5407","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","Mixed","35-44","M",NA,1,"2018",NA,NA
"5408","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","Mixed","45-54","F",NA,3,"2018",NA,NA
"5409","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","Mixed","45-54","M",NA,1,"2018",NA,NA
"5410","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","Mixed","55+","M",NA,1,"2018",NA,NA
"5411","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","Mixed","Under 35","F",NA,1,"2018",NA,NA
"5412","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","Mixed","Under 35","M",NA,3,"2018",NA,NA
"5413","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","PDS","35-44","F",NA,4,"2018",NA,NA
"5414","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","PDS","35-44","M",NA,6,"2018",NA,NA
"5415","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","PDS","45-54","F",NA,8,"2018",NA,NA
"5416","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","PDS","45-54","M",NA,9,"2018",NA,NA
"5417","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","PDS","55+","F",NA,3,"2018",NA,NA
"5418","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","PDS","55+","M",NA,3,"2018",NA,NA
"5419","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","PDS","Under 35","F",NA,11,"2018",NA,NA
"5420","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","PDS","Under 35","M",NA,7,"2018",NA,NA
"5421","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","TDS","35-44","F",NA,5,"2018",NA,NA
"5422","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","TDS","35-44","M",NA,1,"2018",NA,NA
"5423","2017-18","3. SUB Integrated Care Boards","Y58","11M","Workforce","TDS","45-54","F",NA,7,"2018",NA,NA
